,loss,mean_absolute_error,val_loss,val_mean_absolute_error,learning_rate
72,0.08395156264305115,0.10649613291025162,0.11121664941310883,0.12232793867588043,3.217225457774475e-05
73,0.08393596857786179,0.1064564511179924,0.11028436571359634,0.12195731699466705,3.0563642212655395e-05
74,0.08393451571464539,0.10646908730268478,0.11012482643127441,0.12193072587251663,2.9035460102022626e-05
75,0.08391834795475006,0.10641632974147797,0.11057492345571518,0.12199629843235016,2.7583686460275203e-05
76,0.0839100033044815,0.10639693588018417,0.10955777764320374,0.12206092476844788,2.620450140966568e-05
77,0.08389601856470108,0.10636209696531296,0.10900747030973434,0.12204673886299133,2.4894276066333987e-05
78,0.083900585770607,0.10635893791913986,0.11067744344472885,0.12213544547557831,2.3649561626370996e-05
79,0.08389496803283691,0.10634485632181168,0.10993066430091858,0.12188413739204407,2.2467083908850327e-05
80,0.0838785171508789,0.10630633682012558,0.11059252172708511,0.12203722447156906,2.1343730622902513e-05
81,0.08388274163007736,0.10626963526010513,0.10975904762744904,0.12185479700565338,2.0276544091757387e-05
82,0.0838698297739029,0.10625523328781128,0.1101948469877243,0.12216778844594955,1.926271761476528e-05
83,0.08386370539665222,0.10627564042806625,0.11053823679685593,0.12198205292224884,1.8299580915481783e-05
84,0.08386190235614777,0.10624498128890991,0.11045574396848679,0.1221974790096283,1.7384601960657164e-05
85,0.08385150134563446,0.10620824247598648,0.11019372940063477,0.12205010652542114,1.6515372408321127e-05
86,0.08384613692760468,0.10621016472578049,0.11059785634279251,0.12199529260396957,1.568960396980401e-05
87,0.0838458240032196,0.1061880961060524,0.11050507426261902,0.12193235009908676,1.4905123862263281e-05
88,0.08384164422750473,0.10617899149656296,0.1099012941122055,0.12193334847688675,1.4159867532725912e-05
89,0.08383780717849731,0.1061568558216095,0.10954607278108597,0.12177782505750656,1.3451874110614881e-05
90,0.08383025974035263,0.10615783929824829,0.11006064713001251,0.122283935546875,1.2779280041286256e-05
91,0.08382482081651688,0.10613548755645752,0.10963721573352814,0.12196116894483566,1.2140316357545089e-05
92,0.08382061123847961,0.10612895339727402,0.10944657027721405,0.12173391878604889,1.15333004941931e-05
93,0.08382182568311691,0.10612305998802185,0.10994759202003479,0.1218050941824913,1.0956635378533974e-05
94,0.08381813019514084,0.10611971467733383,0.11026442050933838,0.1219310387969017,1.0408803973405156e-05
95,0.0838160291314125,0.1060955747961998,0.11023315787315369,0.12182102352380753,9.888363820209634e-06
